order_product_id,order_id,product_id,klant_id,korting,aankoopprijs,verkoop,winst,winstmarge,aantal,besteldatum,verzenddatum,verstuurmethode,winstmarge
4998,AZ-2013-5007894,65,2533,0.1,56,55,-1,-1.82,2,2013-11-01,2013-11-06,Economy,-1.82
4999,AZ-2013-6552361,383,2531,0.0,48,52,4,7.69,4,2013-11-01,2013-11-06,Economy,7.69
5000,AZ-2013-6552361,995,2531,0.0,25,30,5,16.67,2,2013-11-01,2013-11-06,Economy,16.67
5001,AZ-2013-6552361,571,2531,0.0,25,30,5,16.67,3,2013-11-01,2013-11-06,Economy,16.67
5002,AZ-2013-6313494,388,2534,0.0,84,88,4,4.55,3,2013-11-01,2013-11-07,Economy,4.55
5003,AZ-2013-6313494,68,2534,0.0,77,87,10,11.49,3,2013-11-01,2013-11-07,Economy,11.49
5004,AZ-2013-7290380,277,2535,0.2,22,25,3,12.0,3,2013-11-02,2013-11-04,Economy Plus,12.0
5005,BN-2013-9926490,371,2536,0.5,230,125,-105,-84.0,3,2013-11-02,2013-11-06,Economy Plus,-84.0
5006,BN-2013-9926490,47,2536,0.5,656,400,-256,-64.0,6,2013-11-02,2013-11-06,Economy Plus,-64.0
5007,AZ-2013-5999783,1271,2537,0.0,138,159,21,13.21,2,2013-11-02,2013-11-06,Economy,13.21
5008,AZ-2013-9571579,852,2538,0.0,40,57,17,29.82,2,2013-11-02,2013-11-09,Economy,29.82
5009,AZ-2013-9571579,1645,2538,0.0,209,232,23,9.91,5,2013-11-02,2013-11-09,Economy,9.91
5010,AZ-2013-7691747,1646,2539,0.0,946,1856,910,49.03,6,2013-11-04,2013-11-06,Economy Plus,49.03
5011,AZ-2013-7691747,1647,2539,0.0,76,77,1,1.3,2,2013-11-04,2013-11-06,Economy Plus,1.3
5012,BN-2013-2606069,1634,2540,0.1,365,335,-30,-8.96,5,2013-11-04,2013-11-06,Priority,-8.96
5013,AZ-2013-6062232,1112,2541,0.5,64,47,-17,-36.17,2,2013-11-04,2013-11-09,Economy,-36.17
5014,AZ-2013-8159608,586,2542,0.0,334,344,10,2.91,5,2013-11-05,2013-11-07,Economy Plus,2.91
5015,AZ-2013-8159608,388,2542,0.0,28,29,1,3.45,1,2013-11-05,2013-11-07,Economy Plus,3.45
5016,AZ-2013-8159608,1030,2542,0.0,11,14,3,21.43,1,2013-11-05,2013-11-07,Economy Plus,21.43
5017,AZ-2013-8159608,1311,2542,0.0,179,206,27,13.11,7,2013-11-05,2013-11-07,Economy Plus,13.11
5018,AZ-2013-7146719,576,2543,0.1,1255,1269,14,1.1,3,2013-11-05,2013-11-08,Economy Plus,1.1
5019,BN-2013-7226862,290,2544,0.5,166,124,-42,-33.87,5,2013-11-05,2013-11-08,Economy Plus,-33.87
5020,AZ-2013-405028,427,2545,0.2,216,247,31,12.55,5,2013-11-05,2013-11-09,Economy,12.55
5021,AZ-2013-8207350,585,2546,0.0,833,936,103,11.0,7,2013-11-06,2013-11-09,Economy Plus,11.0
5022,AZ-2013-8207350,1648,2546,0.0,22,40,18,45.0,3,2013-11-06,2013-11-09,Economy Plus,45.0
5023,AZ-2013-8301856,1536,2547,0.1,646,676,30,4.44,5,2013-11-06,2013-11-09,Priority,4.44
5024,AZ-2013-4266706,1442,2548,0.0,69,128,59,46.09,2,2013-11-06,2013-11-10,Economy,46.09
5025,AZ-2013-8213331,447,2549,0.0,54,108,54,50.0,4,2013-11-06,2013-11-10,Economy,50.0
5026,AZ-2013-8213331,1538,2549,0.0,7,10,3,30.0,2,2013-11-06,2013-11-10,Economy,30.0
5027,AZ-2013-8213331,948,2549,0.1,141,174,33,18.97,4,2013-11-06,2013-11-10,Economy,18.97
5028,AZ-2013-4092169,1649,2550,0.0,10,12,2,16.67,1,2013-11-06,2013-11-10,Economy,16.67
5029,AZ-2013-7322131,1332,2551,0.0,16,16,0,0.0,2,2013-11-06,2013-11-10,Economy,0.0
5030,AZ-2013-7322131,482,2551,0.0,108,122,14,11.48,7,2013-11-06,2013-11-10,Economy,11.48
5031,AZ-2013-4266706,1059,2548,0.0,104,167,63,37.72,10,2013-11-06,2013-11-10,Economy,37.72
5032,AZ-2013-4092169,245,2550,0.0,619,625,6,0.96,2,2013-11-06,2013-11-10,Economy,0.96
5033,AZ-2013-4266706,976,2548,0.0,203,383,180,47.0,2,2013-11-06,2013-11-10,Economy,47.0
5034,AZ-2013-4134876,741,2552,0.1,412,618,206,33.33,5,2013-11-06,2013-11-12,Economy,33.33
5035,BN-2013-3803426,813,2553,0.3,97,70,-27,-38.57,2,2013-11-07,2013-11-09,Priority,-38.57
5036,BN-2013-3803426,6,2553,0.0,44,81,37,45.68,3,2013-11-07,2013-11-09,Priority,45.68
5037,AZ-2013-5696844,523,2554,0.0,27,38,11,28.95,2,2013-11-07,2013-11-11,Economy,28.95
5038,BN-2013-407737,281,2555,0.5,103,87,-16,-18.39,6,2013-11-07,2013-11-12,Economy,-18.39
5039,BN-2013-407737,401,2555,0.5,251,163,-88,-53.99,5,2013-11-07,2013-11-12,Economy,-53.99
5040,BN-2013-3470282,230,2556,0.5,45,33,-12,-36.36,5,2013-11-08,2013-11-11,Priority,-36.36
5041,BN-2013-3470282,66,2556,0.5,14,14,0,0.0,4,2013-11-08,2013-11-11,Priority,0.0
5042,BN-2013-3470282,629,2556,0.5,24,15,-9,-60.0,1,2013-11-08,2013-11-11,Priority,-60.0
5043,BN-2013-1505908,546,2557,0.5,335,215,-120,-55.81,3,2013-11-08,2013-11-12,Economy,-55.81
5044,BN-2013-1505908,363,2557,0.5,169,143,-26,-18.18,5,2013-11-08,2013-11-12,Economy,-18.18
5045,AZ-2013-281337,612,2558,0.2,477,569,92,16.17,4,2013-11-08,2013-11-15,Economy,16.17
5046,BN-2013-2678087,250,2559,0.5,713,396,-317,-80.05,4,2013-11-09,2013-11-14,Economy,-80.05
5047,BN-2013-2678087,1631,2559,0.5,1636,1278,-358,-28.01,4,2013-11-09,2013-11-14,Economy,-28.01
5048,BN-2013-8249195,1161,2560,0.5,234,180,-54,-30.0,2,2013-11-09,2013-11-16,Economy,-30.0
5049,BN-2013-8249195,738,2560,0.5,12,10,-2,-20.0,1,2013-11-09,2013-11-16,Economy,-20.0
5050,BN-2013-8249195,136,2560,0.5,386,257,-129,-50.19,10,2013-11-09,2013-11-16,Economy,-50.19
5051,BN-2013-8249195,152,2560,0.5,73,42,-31,-73.81,5,2013-11-09,2013-11-16,Economy,-73.81
5052,BN-2013-8249195,118,2560,0.5,28,23,-5,-21.74,4,2013-11-09,2013-11-16,Economy,-21.74
5053,BN-2013-8249195,1637,2560,0.5,6,5,-1,-20.0,1,2013-11-09,2013-11-16,Economy,-20.0
5054,BN-2013-8249195,389,2560,0.5,962,481,-481,-100.0,7,2013-11-09,2013-11-16,Economy,-100.0
5055,BN-2013-8249195,200,2560,0.5,604,408,-196,-48.04,4,2013-11-09,2013-11-16,Economy,-48.04
5056,AZ-2013-881740,929,2561,0.0,70,98,28,28.57,2,2013-11-11,2013-11-11,Immediate,28.57
5057,AZ-2013-881740,354,2561,0.0,170,226,56,24.78,4,2013-11-11,2013-11-11,Immediate,24.78
5058,AZ-2013-7397368,1442,2562,0.2,208,308,100,32.47,6,2013-11-11,2013-11-13,Economy Plus,32.47
5059,AZ-2013-9091155,839,2563,0.0,38,46,8,17.39,3,2013-11-11,2013-11-13,Economy Plus,17.39
5060,AZ-2013-9091155,300,2563,0.0,39,56,17,30.36,2,2013-11-11,2013-11-13,Economy Plus,30.36
5061,BN-2013-2852434,250,2564,0.4,356,237,-119,-50.21,2,2013-11-11,2013-11-13,Economy Plus,-50.21
5062,AZ-2013-7397368,78,2562,0.1,59,81,22,27.16,1,2013-11-11,2013-11-13,Economy Plus,27.16
5063,AZ-2013-6132734,951,2565,0.0,44,44,0,0.0,2,2013-11-11,2013-11-15,Economy,0.0
5064,BN-2013-5807388,1650,2566,0.5,556,339,-217,-64.01,4,2013-11-11,2013-11-15,Economy,-64.01
5065,AZ-2013-9006218,611,2567,0.1,608,771,163,21.14,6,2013-11-11,2013-11-16,Economy,21.14
5066,BN-2013-8558415,407,2568,0.5,204,182,-22,-12.09,3,2013-11-11,2013-11-16,Economy Plus,-12.09
5067,BN-2013-8558415,1651,2568,0.7,2512,954,-1558,-163.31,7,2013-11-11,2013-11-16,Economy Plus,-163.31
5068,AZ-2013-9006218,127,2567,0.1,40,49,9,18.37,5,2013-11-11,2013-11-16,Economy,18.37
5069,BN-2013-8558415,1512,2568,0.5,242,195,-47,-24.1,6,2013-11-11,2013-11-16,Economy Plus,-24.1
5070,AZ-2013-9006218,462,2567,0.0,121,216,95,43.98,3,2013-11-11,2013-11-16,Economy,43.98
5071,AZ-2013-9006218,1652,2567,0.0,126,133,7,5.26,1,2013-11-11,2013-11-16,Economy,5.26
5072,AZ-2013-9006218,210,2567,0.0,374,390,16,4.1,3,2013-11-11,2013-11-16,Economy,4.1
5073,AZ-2013-9006218,1195,2567,0.0,574,1103,529,47.96,8,2013-11-11,2013-11-16,Economy,47.96
5074,AZ-2013-1444287,54,2569,0.0,20,21,1,4.76,2,2013-11-12,2013-11-13,Priority,4.76
5075,AZ-2013-1444287,1181,2569,0.0,260,325,65,20.0,9,2013-11-12,2013-11-13,Priority,20.0
5076,AZ-2013-135124,1653,2570,0.0,9,18,9,50.0,2,2013-11-12,2013-11-14,Priority,50.0
5077,AZ-2013-9306812,1214,2571,0.0,35,68,33,48.53,6,2013-11-12,2013-11-16,Economy,48.53
5078,BN-2013-2514877,1577,2572,0.1,45,43,-2,-4.65,7,2013-11-12,2013-11-16,Economy,-4.65
5079,AZ-2013-1120520,577,2573,0.1,202,357,155,43.42,2,2013-11-12,2013-11-17,Economy,43.42
5080,BN-2013-8485680,1524,2574,0.0,60,116,56,48.28,5,2013-11-13,2013-11-15,Priority,48.28
5081,AZ-2013-5945845,261,2575,0.0,178,247,69,27.94,2,2013-11-13,2013-11-17,Economy,27.94
5082,BN-2013-3695391,114,2576,0.1,1703,2892,1189,41.11,7,2013-11-13,2013-11-18,Economy,41.11
5083,AZ-2013-2468600,1151,2577,0.6,459,287,-172,-59.93,5,2013-11-13,2013-11-18,Economy,-59.93
5084,AZ-2013-6980084,1411,2578,0.1,1567,1533,-34,-2.22,3,2013-11-13,2013-11-18,Economy,-2.22
5085,AZ-2013-6980084,1549,2578,0.1,182,260,78,30.0,5,2013-11-13,2013-11-18,Economy,30.0
5086,BN-2013-3695391,729,2576,0.1,480,464,-16,-3.45,4,2013-11-13,2013-11-18,Economy,-3.45
5087,BN-2013-3695391,733,2576,0.0,62,66,4,6.06,3,2013-11-13,2013-11-18,Economy,6.06
5088,AZ-2013-2468600,362,2577,0.0,53,77,24,31.17,7,2013-11-13,2013-11-18,Economy,31.17
5089,AZ-2013-2468600,1143,2577,0.4,37,30,-7,-23.33,3,2013-11-13,2013-11-18,Economy,-23.33
5090,BN-2013-3695391,1402,2576,0.15,193,316,123,38.92,3,2013-11-13,2013-11-18,Economy,38.92
5091,AZ-2013-3326917,1152,2579,0.0,66,75,9,12.0,3,2013-11-13,2013-11-19,Economy,12.0
5092,AZ-2013-1311863,395,2580,0.0,41,74,33,44.59,6,2013-11-14,2013-11-17,Priority,44.59
5093,AZ-2013-1311863,427,2580,0.1,130,167,37,22.16,3,2013-11-14,2013-11-17,Priority,22.16
5094,AZ-2013-242926,1632,2581,0.0,100,141,41,29.08,3,2013-11-14,2013-11-17,Economy Plus,29.08
5095,AZ-2013-1311863,199,2580,0.15,418,428,10,2.34,3,2013-11-14,2013-11-17,Priority,2.34
5096,AZ-2013-7597474,506,2582,0.0,190,283,93,32.86,14,2013-11-14,2013-11-19,Economy,32.86
5097,AZ-2013-7597474,121,2582,0.0,11,18,7,38.89,2,2013-11-14,2013-11-19,Economy,38.89
5098,AZ-2013-4982500,148,2583,0.1,199,256,57,22.27,5,2013-11-15,2013-11-17,Priority,22.27
5099,AZ-2013-4982500,1654,2583,0.0,13,13,0,0.0,3,2013-11-15,2013-11-17,Priority,0.0
5100,AZ-2013-4982500,317,2583,0.1,57,54,-3,-5.56,3,2013-11-15,2013-11-17,Priority,-5.56
5101,AZ-2013-8803933,126,2584,0.0,14,22,8,36.36,2,2013-11-15,2013-11-18,Priority,36.36
5102,AZ-2013-8803933,175,2584,0.0,477,542,65,11.99,13,2013-11-15,2013-11-18,Priority,11.99
5103,AZ-2013-7943122,514,2585,0.6,199,96,-103,-107.29,3,2013-11-15,2013-11-19,Economy,-107.29
5104,BN-2013-2735217,310,2586,0.0,56,88,32,36.36,2,2013-11-15,2013-11-19,Economy,36.36
5105,BN-2013-2735217,1655,2586,0.35,1331,1291,-40,-3.1,4,2013-11-15,2013-11-19,Economy,-3.1
5106,AZ-2013-2010603,727,2587,0.0,244,339,95,28.02,6,2013-11-16,2013-11-19,Priority,28.02
5107,AZ-2013-2010603,123,2587,0.0,29,55,26,47.27,1,2013-11-16,2013-11-19,Priority,47.27
5108,AZ-2013-2010603,619,2587,0.0,141,141,0,0.0,5,2013-11-16,2013-11-19,Priority,0.0
5109,AZ-2013-2010603,381,2587,0.1,142,242,100,41.32,2,2013-11-16,2013-11-19,Priority,41.32
5110,AZ-2013-2010603,286,2587,0.15,180,194,14,7.22,3,2013-11-16,2013-11-19,Priority,7.22
5111,BN-2013-1829303,519,2588,0.6,240,104,-136,-130.77,2,2013-11-16,2013-11-21,Economy,-130.77
5112,AZ-2013-4780772,426,2589,0.1,481,848,367,43.28,2,2013-11-16,2013-11-22,Economy,43.28
5113,AZ-2013-684636,251,2590,0.0,94,96,2,2.08,4,2013-11-17,2013-11-24,Economy,2.08
5114,AZ-2013-2890966,557,2591,0.1,1730,2290,560,24.45,4,2013-11-17,2013-11-24,Economy,24.45
5115,AZ-2013-7287311,339,2592,0.0,524,708,184,25.99,5,2013-11-18,2013-11-20,Priority,25.99
5116,AZ-2013-7462248,657,2593,0.0,23,29,6,20.69,2,2013-11-18,2013-11-21,Priority,20.69
5117,AZ-2013-7462248,579,2593,0.0,74,76,2,2.63,5,2013-11-18,2013-11-21,Priority,2.63
5118,BN-2013-6496394,723,2594,0.5,539,296,-243,-82.09,3,2013-11-18,2013-11-22,Economy,-82.09
5119,BN-2013-6496394,1049,2594,0.5,24,23,-1,-4.35,2,2013-11-18,2013-11-22,Economy,-4.35
5120,BN-2013-4955166,293,2595,0.15,188,166,-22,-13.25,3,2013-11-18,2013-11-22,Economy,-13.25
5121,BN-2013-4370174,1434,2596,0.3,225,225,0,0.0,6,2013-11-18,2013-11-24,Economy,0.0
5122,AZ-2013-6322927,274,2597,0.0,135,198,63,31.82,8,2013-11-19,2013-11-21,Priority,31.82
5123,AZ-2013-6322927,577,2597,0.0,405,794,389,48.99,4,2013-11-19,2013-11-21,Priority,48.99
5124,AZ-2013-6322927,541,2597,0.0,460,494,34,6.88,8,2013-11-19,2013-11-21,Priority,6.88
5125,AZ-2013-6322927,1656,2597,0.0,51,79,28,35.44,3,2013-11-19,2013-11-21,Priority,35.44
5126,AZ-2013-7204904,1614,2598,0.0,140,164,24,14.63,4,2013-11-19,2013-11-22,Economy Plus,14.63
5127,AZ-2013-2652183,1657,2599,0.5,79,47,-32,-68.09,5,2013-11-19,2013-11-23,Economy,-68.09
5128,AZ-2013-3656949,46,2600,0.0,18,19,1,5.26,3,2013-11-19,2013-11-23,Economy,5.26
5129,AZ-2013-3656949,664,2600,0.0,12,21,9,42.86,4,2013-11-19,2013-11-23,Economy,42.86
5130,AZ-2013-6529496,867,2601,0.0,632,800,168,21.0,3,2013-11-19,2013-11-24,Economy,21.0
5131,AZ-2013-6529496,412,2601,0.0,1088,1908,820,42.98,3,2013-11-19,2013-11-24,Economy,42.98
5132,AZ-2013-2671803,43,2602,0.2,79,127,48,37.8,6,2013-11-19,2013-11-25,Economy,37.8
5133,AZ-2013-82677,832,2603,0.0,46,47,1,2.13,2,2013-11-19,2013-11-26,Economy,2.13
5134,AZ-2013-8017533,92,2604,0.0,157,198,41,20.71,7,2013-11-19,2013-11-26,Economy,20.71
5135,AZ-2013-82677,396,2603,0.0,293,293,0,0.0,7,2013-11-19,2013-11-26,Economy,0.0
5136,AZ-2013-8017533,1195,2604,0.15,287,469,182,38.81,4,2013-11-19,2013-11-26,Economy,38.81
5137,AZ-2013-1274934,1381,2605,0.3,8,11,3,27.27,1,2013-11-20,2013-11-20,Immediate,27.27
5138,AZ-2013-8603182,1545,2606,0.1,243,221,-22,-9.95,2,2013-11-20,2013-11-22,Economy Plus,-9.95
5139,AZ-2013-8603182,1658,2606,0.0,31,52,21,40.38,2,2013-11-20,2013-11-22,Economy Plus,40.38
5140,AZ-2013-2294363,1366,2607,0.0,25,41,16,39.02,1,2013-11-20,2013-11-24,Economy Plus,39.02
5141,AZ-2013-8946887,1428,2608,0.0,51,80,29,36.25,7,2013-11-21,2013-11-21,Immediate,36.25
5142,AZ-2013-7600206,597,2609,0.0,50,91,41,45.05,7,2013-11-21,2013-11-25,Economy,45.05
5143,AZ-2013-8348952,412,2610,0.0,1135,1275,140,10.98,2,2013-11-21,2013-11-26,Economy,10.98
5144,AZ-2013-9517506,1081,2611,0.0,386,757,371,49.01,2,2013-11-21,2013-11-28,Economy,49.01
5145,AZ-2013-696326,805,2612,0.0,33,52,19,36.54,1,2013-11-22,2013-11-24,Priority,36.54
5146,AZ-2013-6565127,1308,2613,0.0,127,204,77,37.75,12,2013-11-22,2013-11-24,Priority,37.75
5147,AZ-2013-696326,571,2612,0.1,8,9,1,11.11,1,2013-11-22,2013-11-24,Priority,11.11
5148,BN-2013-6637489,1659,2614,0.1,301,271,-30,-11.07,1,2013-11-22,2013-11-24,Economy Plus,-11.07
5149,AZ-2013-4756629,367,2615,0.1,3694,4618,924,20.01,9,2013-11-22,2013-11-26,Economy,20.01
5150,AZ-2013-6593981,4,2616,0.0,98,107,9,8.41,4,2013-11-22,2013-11-26,Economy,8.41
5151,AZ-2013-6593981,946,2616,0.0,108,152,44,28.95,3,2013-11-22,2013-11-26,Economy,28.95
5152,AZ-2013-6593981,624,2616,0.0,43,45,2,4.44,2,2013-11-22,2013-11-26,Economy,4.44
5153,AZ-2013-6593981,1549,2616,0.1,109,156,47,30.13,3,2013-11-22,2013-11-26,Economy,30.13
5154,AZ-2013-4756629,264,2615,0.1,46,71,25,35.21,3,2013-11-22,2013-11-26,Economy,35.21
5155,AZ-2013-6593981,1660,2616,0.0,196,276,80,28.99,5,2013-11-22,2013-11-26,Economy,28.99
5156,AZ-2013-388293,1373,2617,0.1,736,1051,315,29.97,6,2013-11-22,2013-11-28,Economy,29.97
5157,AZ-2013-388293,21,2617,0.0,37,59,22,37.29,7,2013-11-22,2013-11-28,Economy,37.29
5158,AZ-2013-7044470,575,2618,0.0,33,38,5,13.16,2,2013-11-22,2013-11-29,Economy,13.16
5159,AZ-2013-3127336,958,2619,0.0,147,294,147,50.0,6,2013-11-22,2013-11-29,Economy,50.0
5160,AZ-2013-3127336,342,2619,0.0,27,28,1,3.57,2,2013-11-22,2013-11-29,Economy,3.57
5161,AZ-2013-3127336,860,2619,0.0,25,31,6,19.35,3,2013-11-22,2013-11-29,Economy,19.35
5162,AZ-2013-3127336,169,2619,0.0,10,14,4,28.57,3,2013-11-22,2013-11-29,Economy,28.57
5163,AZ-2013-3127336,781,2619,0.0,53,72,19,26.39,4,2013-11-22,2013-11-29,Economy,26.39
5164,AZ-2013-3127336,1548,2619,0.0,124,147,23,15.65,3,2013-11-22,2013-11-29,Economy,15.65
5165,AZ-2013-3127336,99,2619,0.1,217,383,166,43.34,7,2013-11-22,2013-11-29,Economy,43.34
5166,AZ-2013-3127336,1661,2619,0.0,24,37,13,35.14,1,2013-11-22,2013-11-29,Economy,35.14
5167,AZ-2013-7044470,298,2618,0.0,38,59,21,35.59,2,2013-11-22,2013-11-29,Economy,35.59
5168,AZ-2013-3127336,489,2619,0.0,1464,1509,45,2.98,5,2013-11-22,2013-11-29,Economy,2.98
5169,AZ-2013-1917714,264,2620,0.1,16,24,8,33.33,1,2013-11-24,2013-11-28,Economy,33.33
5170,AZ-2013-5802443,132,2621,0.0,15,20,5,25.0,4,2013-11-24,2013-11-29,Economy,25.0
5171,AZ-2013-6873105,988,2622,0.1,94,143,49,34.27,3,2013-11-25,2013-11-27,Economy Plus,34.27
5172,AZ-2013-6873105,1076,2622,0.1,214,260,46,17.69,5,2013-11-25,2013-11-27,Economy Plus,17.69
5173,AZ-2013-6873105,28,2622,0.1,1647,1786,139,7.78,10,2013-11-25,2013-11-27,Economy Plus,7.78
5174,AZ-2013-6686311,43,2623,0.5,106,106,0,0.0,8,2013-11-25,2013-11-27,Economy Plus,0.0
5175,AZ-2013-1958192,59,2624,0.0,51,76,25,32.89,3,2013-11-25,2013-11-27,Economy Plus,32.89
5176,AZ-2013-6873105,1238,2622,0.15,479,608,129,21.22,2,2013-11-25,2013-11-27,Economy Plus,21.22
5177,BN-2013-6039695,641,2625,0.6,37,27,-10,-37.04,3,2013-11-25,2013-11-28,Economy Plus,-37.04
5178,AZ-2013-2020686,295,2626,0.0,179,194,15,7.73,7,2013-11-25,2013-11-28,Priority,7.73
5179,AZ-2013-2791278,50,2627,0.0,356,635,279,43.94,3,2013-11-25,2013-11-29,Economy,43.94
5180,AZ-2013-2791278,1093,2627,0.0,142,167,25,14.97,1,2013-11-25,2013-11-29,Economy,14.97
5181,AZ-2013-7312978,528,2628,0.0,83,146,63,43.15,3,2013-11-25,2013-11-30,Economy,43.15
5182,AZ-2013-7312978,933,2628,0.0,22,43,21,48.84,3,2013-11-25,2013-11-30,Economy,48.84
5183,AZ-2013-4071226,1662,2629,0.0,59,59,0,0.0,3,2013-11-25,2013-12-01,Economy,0.0
5184,AZ-2013-1362722,1151,2630,0.0,184,287,103,35.89,2,2013-11-26,2013-11-26,Immediate,35.89
5185,AZ-2013-1362722,866,2630,0.0,599,599,0,0.0,2,2013-11-26,2013-11-26,Immediate,0.0
5186,BN-2013-717588,1663,2631,0.5,34,30,-4,-13.33,2,2013-11-26,2013-11-27,Priority,-13.33
5187,AZ-2013-2605178,356,2632,0.1,32,52,20,38.46,2,2013-11-26,2013-12-01,Economy,38.46
5188,AZ-2013-2605178,806,2632,0.1,60,86,26,30.23,3,2013-11-26,2013-12-01,Economy,30.23
5189,AZ-2013-2605178,1664,2632,0.1,8,9,1,11.11,1,2013-11-26,2013-12-01,Economy,11.11
5190,AZ-2013-6551500,460,2633,0.0,1972,2900,928,32.0,7,2013-11-27,2013-11-29,Priority,32.0
5191,AZ-2013-3692060,14,2634,0.0,135,165,30,18.18,3,2013-11-27,2013-11-29,Priority,18.18
5192,AZ-2013-9665957,1652,2635,0.0,252,265,13,4.91,2,2013-11-27,2013-12-03,Economy,4.91
5193,AZ-2013-7261942,1194,2636,0.0,328,497,169,34.0,4,2013-11-28,2013-12-01,Economy Plus,34.0
5194,AZ-2013-2587555,1665,2637,0.0,108,119,11,9.24,4,2013-11-28,2013-12-02,Economy,9.24
5195,AZ-2013-2986010,599,2638,0.0,11,19,8,42.11,2,2013-11-28,2013-12-02,Economy,42.11
5196,AZ-2013-2986010,178,2638,0.1,37,44,7,15.91,1,2013-11-28,2013-12-02,Economy,15.91
5197,BN-2013-8418057,47,2639,0.5,218,133,-85,-63.91,2,2013-11-28,2013-12-02,Economy,-63.91
5198,AZ-2013-2986010,1203,2638,0.0,292,335,43,12.84,7,2013-11-28,2013-12-02,Economy,12.84
5199,AZ-2013-9489930,587,2640,0.0,3,5,2,40.0,1,2013-11-28,2013-12-03,Economy,40.0
5200,AZ-2013-2847,663,2641,0.0,1593,3063,1470,47.99,7,2013-11-28,2013-12-04,Economy,47.99
5201,AZ-2013-2847,1618,2641,0.0,46,82,36,43.9,2,2013-11-28,2013-12-04,Economy,43.9
5202,AZ-2013-2847,46,2641,0.0,18,19,1,5.26,3,2013-11-28,2013-12-04,Economy,5.26
5203,AZ-2013-2847,617,2641,0.0,18,28,10,35.71,2,2013-11-28,2013-12-04,Economy,35.71
5204,AZ-2013-2847,38,2641,0.0,41,57,16,28.07,5,2013-11-28,2013-12-04,Economy,28.07
5205,AZ-2013-5020127,1176,2642,0.0,188,342,154,45.03,7,2013-11-29,2013-12-04,Economy,45.03
5206,AZ-2013-4503283,114,2643,0.1,1460,2479,1019,41.11,6,2013-11-29,2013-12-06,Economy,41.11
5207,AZ-2013-4503283,391,2643,0.0,181,206,25,12.14,4,2013-11-29,2013-12-06,Economy,12.14
5208,AZ-2013-4503283,464,2643,0.0,42,48,6,12.5,3,2013-11-29,2013-12-06,Economy,12.5
5209,AZ-2013-4503283,1345,2643,0.15,206,188,-18,-9.57,2,2013-11-29,2013-12-06,Economy,-9.57
5210,AZ-2013-6800942,289,2644,0.5,1244,628,-616,-98.09,4,2013-11-30,2013-12-02,Priority,-98.09
5211,AZ-2013-7421576,1004,2645,0.0,125,201,76,37.81,4,2013-11-30,2013-12-03,Economy Plus,37.81
5212,AZ-2013-156529,1309,2646,0.0,270,303,33,10.89,6,2013-11-30,2013-12-04,Economy,10.89
5213,AZ-2013-156529,312,2646,0.0,1262,1829,567,31.0,9,2013-11-30,2013-12-04,Economy,31.0
5214,AZ-2013-156529,1666,2646,0.0,163,215,52,24.19,5,2013-11-30,2013-12-04,Economy,24.19
5215,AZ-2013-2558341,648,2647,0.0,35,50,15,30.0,2,2013-11-30,2013-12-05,Economy,30.0
5216,AZ-2013-2558341,1218,2647,0.1,128,146,18,12.33,7,2013-11-30,2013-12-05,Economy,12.33
5217,AZ-2013-708571,514,2648,0.1,331,359,28,7.8,5,2013-11-30,2013-12-07,Economy,7.8
5218,AZ-2013-708571,1426,2648,0.0,264,311,47,15.11,6,2013-11-30,2013-12-07,Economy,15.11
5219,AZ-2013-708571,800,2648,0.0,31,53,22,41.51,2,2013-11-30,2013-12-07,Economy,41.51
5220,AZ-2013-708571,1269,2648,0.15,264,227,-37,-16.3,1,2013-11-30,2013-12-07,Economy,-16.3
5221,AZ-2013-6220959,1667,2649,0.1,1919,2432,513,21.09,5,2013-12-02,2013-12-02,Immediate,21.09
5222,AZ-2013-6220959,25,2649,0.0,17,24,7,29.17,4,2013-12-02,2013-12-02,Immediate,29.17
5223,AZ-2013-6220959,1124,2649,0.0,89,99,10,10.1,2,2013-12-02,2013-12-02,Immediate,10.1
5224,AZ-2013-6220959,1668,2649,0.0,92,180,88,48.89,6,2013-12-02,2013-12-02,Immediate,48.89
5225,AZ-2013-6220959,1669,2649,0.0,63,112,49,43.75,5,2013-12-02,2013-12-02,Immediate,43.75
5226,AZ-2013-6220959,69,2649,0.0,84,105,21,20.0,4,2013-12-02,2013-12-02,Immediate,20.0
5227,BN-2013-1315378,289,2650,0.5,933,471,-462,-98.09,3,2013-12-02,2013-12-07,Economy,-98.09
5228,AZ-2013-3220222,1223,2651,0.0,27,49,22,44.9,2,2013-12-03,2013-12-03,Immediate,44.9
5229,AZ-2013-1741876,268,2652,0.0,558,575,17,2.96,4,2013-12-03,2013-12-04,Priority,2.96
5230,AZ-2013-1741876,915,2652,0.0,160,170,10,5.88,1,2013-12-03,2013-12-04,Priority,5.88
5231,AZ-2013-6121627,5,2653,0.0,27,51,24,47.06,3,2013-12-03,2013-12-07,Economy,47.06
5232,AZ-2013-6440318,244,2654,0.15,170,249,79,31.73,4,2013-12-03,2013-12-07,Economy Plus,31.73
5233,AZ-2013-6121627,1633,2653,0.0,260,510,250,49.02,3,2013-12-03,2013-12-07,Economy,49.02
5234,AZ-2013-4386533,1519,2655,0.0,569,964,395,40.98,9,2013-12-03,2013-12-08,Economy,40.98
5235,AZ-2013-6334025,1016,2656,0.0,89,133,44,33.08,3,2013-12-03,2013-12-08,Economy,33.08
